strain	virus	genbank_accession	date	region	iso	country	division	location	segment	length	host	lab
KM458188	Dengue virus 1	KM458188	2014-XX-XX	North America	USA	USA	USA/Texas		partial	1485.0	Homo sapiens	
JF519855	Dengue virus 1	JF519855	2010-06-XX	North America	USA	USA	USA/Florida	Key West	partial	1708.0	Aedes aegypti	
JQ425072	Dengue virus 	JQ425072	2010-XX-XX	North America	USA	USA			partial	1485.0	Homo sapiens	
KM458189	Dengue virus 1	KM458189	2014-XX-XX	North America	USA	USA	USA/Texas		partial	1485.0	Homo sapiens	
KM458190	Dengue virus 1	KM458190	2014-XX-XX	North America	USA	USA	USA/Texas		partial	1485.0	Homo sapiens	
FJ410175	Dengue virus 	FJ410175	1994-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ390379	Dengue virus 	FJ390379	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ410179	Dengue virus 	FJ410179	1994-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
MH634394	Dengue virus 	MH634394	2001-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
MH634395	Dengue virus 	MH634395	2001-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
FJ390380	Dengue virus 	FJ390380	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
MH634422	Dengue virus 	MH634422	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Culicidae	
MH634421	Dengue virus 	MH634421	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Culicidae	
MH634420	Dengue virus 	MH634420	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Culicidae	
MH634419	Dengue virus 	MH634419	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Culicidae	
MH634418	Dengue virus 	MH634418	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Culicidae	
MH634417	Dengue virus 	MH634417	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Culicidae	
MH634416	Dengue virus 	MH634416	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Culicidae	
KM458186	Dengue virus 1	KM458186	2014-XX-XX	North America	USA	USA	USA/Texas		partial	1485.0	Homo sapiens	
MH634415	Dengue virus 	MH634415	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Culicidae	
FJ410185	Dengue virus 	FJ410185	1993-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
AB609588	Dengue virus 	AB609588	1944-XX-XX	North America	USA	USA			partial	2790.0	Homo sapiens	
FJ410187	Dengue virus 	FJ410187	1992-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ410186	Dengue virus 	FJ410186	1992-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ547087	Dengue virus 	FJ547087	1992-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ410190	Dengue virus 	FJ410190	1987-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10684.0	Homo sapiens	
FJ410173	Dengue virus 	FJ410173	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ205872	Dengue virus 	FJ205872	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ205873	Dengue virus 	FJ205873	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
JQ425061	Dengue virus 	JQ425061	2009-XX-XX	North America	USA	USA			partial	1485.0	Homo sapiens	
JQ425062	Dengue virus 	JQ425062	2009-XX-XX	North America	USA	USA			partial	1485.0	Homo sapiens	
FJ478458	Dengue virus 	FJ478458	1987-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10680.0	Homo sapiens	
EU482567	Dengue virus 	EU482567	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ562106	Dengue virus 	FJ562106	1986-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ410184	Dengue virus 	FJ410184	1993-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10744.0	Homo sapiens	
JQ425063	Dengue virus 	JQ425063	2009-XX-XX	North America	USA	USA			partial	1485.0	Homo sapiens	
JQ425064	Dengue virus 	JQ425064	2009-XX-XX	North America	USA	USA			partial	1485.0	Homo sapiens	
JQ425065	Dengue virus 	JQ425065	2009-XX-XX	North America	USA	USA			partial	1485.0	Homo sapiens	
JQ425066	Dengue virus 	JQ425066	2009-XX-XX	North America	USA	USA			partial	1485.0	Homo sapiens	
MH634405	Dengue virus 	MH634405	2014-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
KJ676957	Dengue virus 	KJ676957	2013-09-07	North America	USA	USA			partial	1485.0	Homo sapiens	
KJ415284	Dengue virus 1	KJ415284	2013-08-29	North America	USA	USA	USA/Florida	Martin County	partial	2542.0		
EU848545	Dengue virus 1	EU848545	1944-XX-XX	North America	USA	USA	USA/Hawaii		complete	10734.0		
EU482592	Dengue virus 	EU482592	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
JQ425068	Dengue virus 	JQ425068	2009-XX-XX	North America	USA	USA			partial	1485.0	Homo sapiens	
MH634396	Dengue virus 	MH634396	2001-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
MH634414	Dengue virus 	MH634414	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Culicidae	
MH634407	Dengue virus 	MH634407	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
MH634406	Dengue virus 	MH634406	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
FJ410189	Dengue virus 	FJ410189	1996-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
JQ425070	Dengue virus 	JQ425070	2010-XX-XX	North America	USA	USA			partial	1485.0	Homo sapiens	
JQ425069	Dengue virus 	JQ425069	2010-XX-XX	North America	USA	USA			partial	1485.0	Homo sapiens	
MH634404	Dengue virus 	MH634404	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
MH634403	Dengue virus 	MH634403	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
MH634402	Dengue virus 	MH634402	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
FJ547086	Dengue virus 	FJ547086	1995-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ390374	Dengue virus 	FJ390374	1995-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ410174	Dengue virus 	FJ410174	1995-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ410180	Dengue virus 	FJ410180	1995-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ410181	Dengue virus 	FJ410181	1995-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10671.0	Homo sapiens	
FJ205874	Dengue virus 	FJ205874	1995-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ205875	Dengue virus 	FJ205875	1995-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
JQ045564	Dengue virus 1	JQ045564	2010-XX-XX	North America	USA	USA			partial	2325.0	Homo sapiens	
JQ045563	Dengue virus 1	JQ045563	2010-XX-XX	North America	USA	USA			partial	2325.0	Homo sapiens	
JQ045562	Dengue virus 1	JQ045562	2010-XX-XX	North America	USA	USA			partial	2325.0	Homo sapiens	
MH634401	Dengue virus 	MH634401	2001-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
JQ045561	Dengue virus 1	JQ045561	2010-XX-XX	North America	USA	USA			partial	2325.0	Homo sapiens	
DQ672564	Dengue virus 1	DQ672564	2001-XX-XX	North America	USA	USA	USA/Hawaii		complete	10735.0		
FJ410182	Dengue virus 	FJ410182	1996-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
DQ672563	Dengue virus 1	DQ672563	2001-XX-XX	North America	USA	USA	USA/Hawaii		complete	10735.0		
DQ672562	Dengue virus 1	DQ672562	2001-XX-XX	North America	USA	USA	USA/Hawaii		complete	10735.0		
DQ672561	Dengue virus 1	DQ672561	2001-XX-XX	North America	USA	USA	USA/Hawaii		complete	10735.0		
JQ425071	Dengue virus 	JQ425071	2010-XX-XX	North America	USA	USA			partial	1485.0	Homo sapiens	
FJ390378	Dengue virus 	FJ390378	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
FJ410183	Dengue virus 	FJ410183	1993-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
MH634399	Dengue virus 	MH634399	2001-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
MH634398	Dengue virus 	MH634398	2001-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
FJ478457	Dengue virus 	FJ478457	1996-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10676.0	Homo sapiens	
MH634397	Dengue virus 	MH634397	2001-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
MH634409	Dengue virus 	MH634409	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
FJ410188	Dengue virus 	FJ410188	1996-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
MH634411	Dengue virus 	MH634411	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Culicidae	
MH634410	Dengue virus 	MH634410	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
MH634408	Dengue virus 	MH634408	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
MH634413	Dengue virus 	MH634413	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Culicidae	
MH634400	Dengue virus 	MH634400	2001-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Homo sapiens	
MH634412	Dengue virus 	MH634412	2015-XX-XX	North America	USA	USA	USA/Hawaii		partial	1484.0	Culicidae	
MH349378	Dengue virus 	MH349378	2016-01-19	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349386	Dengue virus 	MH349386	2016-02-07	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349383	Dengue virus 	MH349383	2016-04-01	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349385	Dengue virus 	MH349385	2016-01-23	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349369	Dengue virus 	MH349369	2016-04-02	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349377	Dengue virus 	MH349377	2016-02-16	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349366	Dengue virus 	MH349366	2016-03-04	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349367	Dengue virus 	MH349367	2016-03-06	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349363	Dengue virus 	MH349363	2016-02-17	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349373	Dengue virus 	MH349373	2016-02-23	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349381	Dengue virus 	MH349381	2016-02-28	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349372	Dengue virus 	MH349372	2016-02-02	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349382	Dengue virus 	MH349382	2016-03-13	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349374	Dengue virus 	MH349374	2016-02-24	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349387	Dengue virus 	MH349387	2016-03-25	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349368	Dengue virus 	MH349368	2016-03-29	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349384	Dengue virus 	MH349384	2016-01-09	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349365	Dengue virus 	MH349365	2016-02-22	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349364	Dengue virus 	MH349364	2016-02-19	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349380	Dengue virus 	MH349380	2016-02-19	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349370	Dengue virus 	MH349370	2016-03-31	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349371	Dengue virus 	MH349371	2016-03-31	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349362	Dengue virus 	MH349362	2016-02-05	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349376	Dengue virus 	MH349376	2016-02-26	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349379	Dengue virus 	MH349379	2016-02-18	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349361	Dengue virus 	MH349361	2016-02-28	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349360	Dengue virus 	MH349360	2016-02-19	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
MH349375	Dengue virus 	MH349375	2016-02-24	Southern South America	URY	Uruguay			partial	2325.0	Homo sapiens	
FJ639741	Dengue virus 	FJ639741	1998-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10690.0	Homo sapiens	
FJ639740	Dengue virus 	FJ639740	1998-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10684.0	Homo sapiens	
GU131832	Dengue virus 	GU131832	2000-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10460.0	Homo sapiens	
FJ850103	Dengue virus 	FJ850103	2008-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10678.0	Homo sapiens	
FJ873810	Dengue virus 	FJ873810	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10690.0	Homo sapiens	
FJ873809	Dengue virus 	FJ873809	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10684.0	Homo sapiens	
GU131834	Dengue virus 	GU131834	2001-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10468.0	Homo sapiens	
GQ199877	Dengue virus 	GQ199877	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Merida		complete	10690.0	Homo sapiens	
KU509252	Dengue virus 1	KU509252	2010-XX-XX	Northern South America	VEN	Venezuela			complete	10554.0	Homo sapiens	
GU131833	Dengue virus 	GU131833	2000-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10610.0	Homo sapiens	
FJ639815	Dengue virus 	FJ639815	2006-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10673.0	Homo sapiens	
FJ639818	Dengue virus 	FJ639818	2006-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10690.0	Homo sapiens	
FJ882579	Dengue virus 	FJ882579	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10674.0	Homo sapiens	
GU056033	Dengue virus 	GU056033	1998-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10471.0	Homo sapiens	
FJ639820	Dengue virus 	FJ639820	2006-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10650.0	Homo sapiens	
FJ639821	Dengue virus 	FJ639821	2006-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10684.0	Homo sapiens	
FJ639823	Dengue virus 	FJ639823	2006-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10675.0	Homo sapiens	
KF955411	Dengue virus 	KF955411	2000-XX-XX	Northern South America	VEN	Venezuela			partial	9286.0	Homo sapiens	
FJ639824	Dengue virus 	FJ639824	2006-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10691.0	Homo sapiens	
FJ639743	Dengue virus 	FJ639743	1999-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10674.0	Homo sapiens	
KU509254	Dengue virus 1	KU509254	2011-XX-XX	Northern South America	VEN	Venezuela			complete	10569.0	Homo sapiens	
FJ850104	Dengue virus 	FJ850104	2008-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10690.0	Homo sapiens	
FJ639819	Dengue virus 	FJ639819	2006-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10684.0	Homo sapiens	
KF955412	Dengue virus 	KF955412	2004-XX-XX	Northern South America	VEN	Venezuela			partial	4534.0	Homo sapiens	
EU482609	Dengue virus 	EU482609	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10690.0	Homo sapiens	
GU056031	Dengue virus 	GU056031	1998-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10475.0	Homo sapiens	
HQ332180	Dengue virus 	HQ332180	2006-XX-XX	Northern South America	VEN	Venezuela			complete	10735.0	Homo sapiens	
HQ332178	Dengue virus 	HQ332178	2006-XX-XX	Northern South America	VEN	Venezuela			complete	10735.0	Homo sapiens	
HQ332177	Dengue virus 	HQ332177	2006-XX-XX	Northern South America	VEN	Venezuela			complete	10735.0	Homo sapiens	
FJ744701	Dengue virus 	FJ744701	2004-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10641.0	Homo sapiens	
FJ639794	Dengue virus 	FJ639794	2004-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10676.0	Homo sapiens	
FJ639796	Dengue virus 	FJ639796	2004-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10676.0	Homo sapiens	
FJ639797	Dengue virus 	FJ639797	2004-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10676.0	Homo sapiens	
GU056032	Dengue virus 	GU056032	1998-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10600.0	Homo sapiens	
KF955407	Dengue virus 	KF955407	2005-XX-XX	Northern South America	VEN	Venezuela			partial	10614.0	Homo sapiens	
JN819410	Dengue virus 	JN819410	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10486.0	Homo sapiens	
JN819411	Dengue virus 	JN819411	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10493.0	Homo sapiens	
JN819412	Dengue virus 	JN819412	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10505.0	Homo sapiens	
GU131837	Dengue virus 	GU131837	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10455.0	Homo sapiens	
FJ639806	Dengue virus 	FJ639806	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10685.0	Homo sapiens	
HQ332181	Dengue virus 	HQ332181	2006-XX-XX	Northern South America	VEN	Venezuela			complete	10735.0	Homo sapiens	
FJ850099	Dengue virus 	FJ850099	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10685.0	Homo sapiens	
FJ850101	Dengue virus 	FJ850101	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10690.0	Homo sapiens	
FJ850102	Dengue virus 	FJ850102	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10690.0	Homo sapiens	
FJ810415	Dengue virus 	FJ810415	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10685.0	Homo sapiens	
FJ639808	Dengue virus 	FJ639808	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10691.0	Homo sapiens	
FJ639811	Dengue virus 	FJ639811	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10684.0	Homo sapiens	
FJ639812	Dengue virus 	FJ639812	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10640.0	Homo sapiens	
FJ639813	Dengue virus 	FJ639813	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10691.0	Homo sapiens	
FJ639814	Dengue virus 	FJ639814	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10677.0	Homo sapiens	
MH450312	Dengue virus 1	MH450312	2015-10-19	Northern South America	VEN	Venezuela	VEN/Carabobo		complete	10752.0	Homo sapiens	
KF955413	Dengue virus 	KF955413	2006-XX-XX	Northern South America	VEN	Venezuela			partial	9308.0	Homo sapiens	
KF955414	Dengue virus 	KF955414	2006-XX-XX	Northern South America	VEN	Venezuela			partial	5287.0	Homo sapiens	
KU509251	Dengue virus 1	KU509251	2008-XX-XX	Northern South America	VEN	Venezuela	VEN/Margarita Island		complete	10290.0	Homo sapiens	
EU482611	Dengue virus 	EU482611	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10690.0	Homo sapiens	
EU482610	Dengue virus 	EU482610	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10690.0	Homo sapiens	
FJ850100	Dengue virus 	FJ850100	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10690.0	Homo sapiens	
HQ332182	Dengue virus 	HQ332182	2006-XX-XX	Northern South America	VEN	Venezuela			complete	10735.0	Homo sapiens	
FJ639802	Dengue virus 	FJ639802	2004-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10691.0	Homo sapiens	
KF955441	Dengue virus 	KF955441	2007-XX-XX	Northern South America	VEN	Venezuela			partial	10600.0	Homo sapiens	
GU131839	Dengue virus 	GU131839	2006-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10456.0	Homo sapiens	
GU131840	Dengue virus 	GU131840	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10485.0	Homo sapiens	
JF804026	Dengue virus 1	JF804026	2007-XX-XX	Northern South America	VEN	Venezuela			partial	1480.0	Homo sapiens	
JN819414	Dengue virus 	JN819414	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10466.0	Homo sapiens	
GU056029	Dengue virus 	GU056029	1997-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10517.0	Homo sapiens	
HQ332183	Dengue virus 	HQ332183	2007-XX-XX	Northern South America	VEN	Venezuela			complete	10735.0	Homo sapiens	
HQ332179	Dengue virus 	HQ332179	2007-XX-XX	Northern South America	VEN	Venezuela			complete	10735.0	Homo sapiens	
GU056030	Dengue virus 	GU056030	1997-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10486.0	Homo sapiens	
GU131838	Dengue virus 	GU131838	2006-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10468.0	Homo sapiens	
GU131842	Dengue virus 	GU131842	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10478.0	Homo sapiens	
JN819425	Dengue virus 	JN819425	2004-XX-XX	Northern South America	VEN	Venezuela	VEN/District Federal Caracas		complete	10485.0	Homo sapiens	
GU131841	Dengue virus 	GU131841	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10486.0	Homo sapiens	
JN819415	Dengue virus 	JN819415	2006-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10498.0	Homo sapiens	
JN819405	Dengue virus 	JN819405	2006-XX-XX	Northern South America	VEN	Venezuela	VEN/Merida		complete	10467.0	Homo sapiens	
JN819413	Dengue virus 	JN819413	2006-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10527.0	Homo sapiens	
FJ639735	Dengue virus 	FJ639735	1997-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10675.0	Homo sapiens	
GU131836	Dengue virus 	GU131836	2004-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10556.0	Homo sapiens	
GU131835	Dengue virus 	GU131835	2004-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10479.0	Homo sapiens	
JF804023	Dengue virus 1	JF804023	1987-XX-XX	North America	USA	Virgin Islands			partial	1480.0	Homo sapiens	
D1-s40	Dengue virus 1		1994-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Ceara		complete			
D1-s43	Dengue virus 1		1997-XX-XX	Brazil-North	BRA	Brazil	BRA/Para		complete			
D1-s47	Dengue virus 1		2000-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Ceara		complete			
D1-s48	Dengue virus 1		2000-XX-XX	Brazil-North	BRA	Brazil	BRA/Acre		complete			
D1-s49	Dengue virus 1		2001-XX-XX	Brazil-North	BRA	Brazil	BRA/Amapa		complete			
D1-s51	Dengue virus 1		2001-XX-XX	Brazil-North	BRA	Brazil	BRA/Roraima		complete			
D1-s52	Dengue virus 1		2002-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Piaui		complete			
D1-s55	Dengue virus 1		2002-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Piaui		complete			
D1-s56	Dengue virus 1		2002-XX-XX	Brazil-Center West	BRA	Brazil	BRA/Mato Grosso		complete			
D1-s57	Dengue virus 1		2002-XX-XX	Brazil-North	BRA	Brazil	BRA/Tocantins		complete			
D1-s58	Dengue virus 1		2003-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Maranhao		complete			
D1-s59	Dengue virus 1		2004-XX-XX	Brazil-North	BRA	Brazil	BRA/Para		complete			
D1-s60	Dengue virus 1		2005-XX-XX	Brazil-North	BRA	Brazil	BRA/Amapa		complete			
D1-s61	Dengue virus 1		2006-XX-XX	Brazil-North	BRA	Brazil	BRA/Para		complete			
D1-s65	Dengue virus 1		2007-XX-XX	Brazil-North	BRA	Brazil	BRA/Para		complete			
D1-s66	Dengue virus 1		2007-XX-XX	Brazil-North	BRA	Brazil	BRA/Para		complete			
D1-s72	Dengue virus 1		2008-XX-XX	Brazil-Center West	BRA	Brazil	BRA/Mato Grosso		complete			
GL-0023	Dengue virus 1		2018-11-28	Brazil-Northeast	BRA	Brazil	BRA/Paraiba	Joao Pessoa	complete		Homo sapiens	Wallau Lab
GL-0024	Dengue virus 1		2019-03-25	Brazil-Northeast	BRA	Brazil	BRA/Paraiba	Joao Pessoa	complete		Homo sapiens	Wallau Lab
GL-0041	Dengue virus 1		2019-03-19	Brazil-Northeast	BRA	Brazil	BRA/Paraiba	Sao Sebastiao Do Umbuzeiro	complete		Homo sapiens	Wallau Lab
GL-0004	Dengue virus 1		2019-05-06	Brazil-Northeast	BRA	Brazil	BRA/Paraiba	Bayeux	complete		Homo sapiens	Wallau Lab
GL-0025	Dengue virus 1		2019-05-06	Brazil-Northeast	BRA	Brazil	BRA/Paraiba	Joao Pessoa	complete		Homo sapiens	Wallau Lab
