strain	virus	genbank_accession	date	region	iso	country	division	location	segment	length	host	lab
EU482729	Dengue virus 	EU482729	1999-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482730	Dengue virus 	EU482730	1999-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10629.0	Homo sapiens	
EU482731	Dengue virus 	EU482731	2005-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482732	Dengue virus 	EU482732	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482733	Dengue virus 	EU482733	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10676.0	Homo sapiens	
EU482734	Dengue virus 	EU482734	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU596491	Dengue virus 	EU596491	2007-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU596490	Dengue virus 	EU596490	2007-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU677143	Dengue virus 	EU677143	1999-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU569716	Dengue virus 	EU569716	1997-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU569710	Dengue virus 	EU569710	1996-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU569718	Dengue virus 	EU569718	1997-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10663.0	Homo sapiens	
MT211260	Dengue virus 2	MT211260	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
MT211259	Dengue virus 2	MT211259	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
MT211258	Dengue virus 2	MT211258	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
EU569717	Dengue virus 	EU569717	1997-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482720	Dengue virus 	EU482720	2006-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482721	Dengue virus 	EU482721	2006-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482722	Dengue virus 	EU482722	2002-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10668.0	Homo sapiens	
EU482723	Dengue virus 	EU482723	2002-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482724	Dengue virus 	EU482724	2005-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482725	Dengue virus 	EU482725	2006-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482719	Dengue virus 	EU482719	2006-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU677144	Dengue virus 	EU677144	1999-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU529706	Dengue virus 	EU529706	2006-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10668.0	Homo sapiens	
EU569719	Dengue virus 	EU569719	1997-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10677.0	Homo sapiens	
EU529701	Dengue virus 	EU529701	1991-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU529700	Dengue virus 	EU529700	1994-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU529695	Dengue virus 	EU529695	1994-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10666.0	Homo sapiens	
EU529694	Dengue virus 	EU529694	1994-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU529693	Dengue virus 	EU529693	2004-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10639.0	Homo sapiens	
EU569720	Dengue virus 	EU569720	1997-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10723.0	Homo sapiens	
EU482727	Dengue virus 	EU482727	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482726	Dengue virus 	EU482726	2006-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
JN819408	Dengue virus 	JN819408	2001-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10620.0	Homo sapiens	
HQ332184	Dengue virus 	HQ332184	2006-XX-XX	Northern South America	VEN	Venezuela			complete	10722.0	Homo sapiens	
HQ332185	Dengue virus 	HQ332185	2007-XX-XX	Northern South America	VEN	Venezuela			complete	10722.0	Homo sapiens	
HQ332186	Dengue virus 	HQ332186	2007-XX-XX	Northern South America	VEN	Venezuela			complete	10722.0	Homo sapiens	
HQ332187	Dengue virus 	HQ332187	2007-XX-XX	Northern South America	VEN	Venezuela			complete	10722.0	Homo sapiens	
EU687220	Dengue virus 	EU687220	1996-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10678.0	Homo sapiens	
EU482608	Dengue virus 	EU482608	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10662.0	Homo sapiens	
JN819407	Dengue virus 	JN819407	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Merida		complete	10651.0	Homo sapiens	
EU482606	Dengue virus 	EU482606	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10668.0	Homo sapiens	
EU482605	Dengue virus 	EU482605	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10679.0	Homo sapiens	
EU482604	Dengue virus 	EU482604	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10678.0	Homo sapiens	
HQ332189	Dengue virus 	HQ332189	2007-XX-XX	Northern South America	VEN	Venezuela			complete	10722.0	Homo sapiens	
HQ332190	Dengue virus 	HQ332190	2007-XX-XX	Northern South America	VEN	Venezuela			complete	10722.0	Homo sapiens	
FJ850105	Dengue virus 	FJ850105	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10678.0	Homo sapiens	
HQ332188	Dengue virus 	HQ332188	2007-XX-XX	Northern South America	VEN	Venezuela			complete	10722.0	Homo sapiens	
EU482607	Dengue virus 	EU482607	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10679.0	Homo sapiens	
FJ850106	Dengue virus 	FJ850106	2008-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10677.0	Homo sapiens	
HM210468	Dengue virus 	HM210468	2005-XX-XX	Northern South America	VEN	Venezuela			partial	1485.0	Homo sapiens	
FJ639788	Dengue virus 	FJ639788	2004-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10678.0	Homo sapiens	
FJ639783	Dengue virus 	FJ639783	2003-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10679.0	Homo sapiens	
FJ639734	Dengue virus 	FJ639734	2003-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10647.0	Homo sapiens	
FJ639733	Dengue virus 	FJ639733	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10670.0	Homo sapiens	
FJ639732	Dengue virus 	FJ639732	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10630.0	Homo sapiens	
HM210483	Dengue virus 	HM210483	2003-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210467	Dengue virus 	HM210467	2003-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210466	Dengue virus 	HM210466	2001-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210465	Dengue virus 	HM210465	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210464	Dengue virus 	HM210464	2001-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210463	Dengue virus 	HM210463	1999-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210462	Dengue virus 	HM210462	2001-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210461	Dengue virus 	HM210461	2000-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
KF955346	Dengue virus 	KF955346	2007-XX-XX	Northern South America	VEN	Venezuela			partial	10555.0	Homo sapiens	
FJ639809	Dengue virus 	FJ639809	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10678.0	Homo sapiens	
GQ868540	Dengue virus 	GQ868540	1990-XX-XX	Northern South America	VEN	Venezuela	VEN/Maracay		complete	10678.0	Homo sapiens	
FJ639822	Dengue virus 	FJ639822	2006-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10679.0	Homo sapiens	
HM210470	Dengue virus 	HM210470	2001-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210480	Dengue virus 	HM210480	2003-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210479	Dengue virus 	HM210479	2000-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210478	Dengue virus 	HM210478	1999-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1484.0	Homo sapiens	
HM210477	Dengue virus 	HM210477	1999-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210476	Dengue virus 	HM210476	1999-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210475	Dengue virus 	HM210475	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210474	Dengue virus 	HM210474	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
MH069499	Dengue virus 2	MH069499	2015-09-22	Northern South America	VEN	Venezuela	VEN/Carabobo		complete	10712.0	Homo sapiens	
MH069498	Dengue virus 2	MH069498	2015-10-06	Northern South America	VEN	Venezuela	VEN/Carabobo		complete	10704.0	Homo sapiens	
MH069497	Dengue virus 2	MH069497	2015-10-17	Northern South America	VEN	Venezuela	VEN/Carabobo		complete	10711.0	Homo sapiens	
MH069496	Dengue virus 2	MH069496	2015-10-26	Northern South America	VEN	Venezuela	VEN/Carabobo		complete	10694.0	Homo sapiens	
MH069495	Dengue virus 2	MH069495	2015-12-14	Northern South America	VEN	Venezuela	VEN/Carabobo		complete	10619.0	Homo sapiens	
HM210473	Dengue virus 	HM210473	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210472	Dengue virus 	HM210472	2001-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210471	Dengue virus 	HM210471	2001-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210469	Dengue virus 	HM210469	2001-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
HM210481	Dengue virus 	HM210481	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
GQ868541	Dengue virus 	GQ868541	1991-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10678.0	Homo sapiens	
GQ868596	Dengue virus 	GQ868596	1991-XX-XX	Northern South America	VEN	Venezuela			complete	10667.0	Homo sapiens	
EU726775	Dengue virus 	EU726775	1996-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10679.0	Homo sapiens	
FJ850107	Dengue virus 	FJ850107	2008-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10667.0	Homo sapiens	
GQ868595	Dengue virus 	GQ868595	1991-XX-XX	Northern South America	VEN	Venezuela			complete	10678.0	Homo sapiens	
FJ850112	Dengue virus 	FJ850112	2004-XX-XX	Northern South America	VEN	Venezuela	VEN/District Federal Caracas		complete	10702.0	Homo sapiens	
FJ898467	Dengue virus 	FJ898467	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10678.0	Homo sapiens	
FJ898466	Dengue virus 	FJ898466	2000-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10679.0	Homo sapiens	
FJ898465	Dengue virus 	FJ898465	1998-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10677.0	Homo sapiens	
KF955386	Dengue virus 	KF955386	2007-XX-XX	Northern South America	VEN	Venezuela			partial	8017.0	Homo sapiens	
FJ850108	Dengue virus 	FJ850108	2008-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10664.0	Homo sapiens	
GQ868597	Dengue virus 	GQ868597	1991-XX-XX	Northern South America	VEN	Venezuela			complete	10678.0	Homo sapiens	
KF955385	Dengue virus 	KF955385	2007-XX-XX	Northern South America	VEN	Venezuela			partial	10572.0	Homo sapiens	
GQ868598	Dengue virus 	GQ868598	1991-XX-XX	Northern South America	VEN	Venezuela			complete	10678.0	Homo sapiens	
HM210482	Dengue virus 	HM210482	2005-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		partial	1485.0	Homo sapiens	
GQ868641	Dengue virus 	GQ868641	2007-XX-XX	Northern South America	VEN	Venezuela	VEN/Aragua		complete	10678.0	Homo sapiens	
H676618	Dengue virus 2	H676618	2004-XX-XX	Brazil-North	BRA	Brazil	BRA/Acre		complete			
H629766	Dengue virus 2	H629766	2000-XX-XX	Brazil-North	BRA	Brazil	BRA/Acre		complete			
H527821D2	Dengue virus 2	H527821D2	1994-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Ceara		complete			
H642152	Dengue virus 2	H642152	2001-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Ceara		complete			
H527541	Dengue virus 2	H527541	1994-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Ceara		complete			
H517822	Dengue virus 2	H517822	1994-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Ceara		complete			
H645487	Dengue virus 2	H645487	2001-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Maranhao		complete			
H533198	Dengue virus 2	H533198	1995-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Minas Gerais		complete			
H506347D2	Dengue virus 2	H506347D2	1991-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Rio Grande do Norte		complete			
H617724	Dengue virus 2	H617724	1999-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Rio Grande do Norte		complete			
H710686	Dengue virus 2	H710686	2006-XX-XX	Brazil-North	BRA	Brazil	BRA/Rondonia		complete			
H626903	Dengue virus 2	H626903	2000-XX-XX	Brazil-North	BRA	Brazil	BRA/Roraima		complete			
H547176	Dengue virus 2	H547176	1996-XX-XX	Brazil-North	BRA	Brazil	BRA/Roraima		complete			
H547177	Dengue virus 2	H547177	1996-XX-XX	Brazil-North	BRA	Brazil	BRA/Roraima		complete			
H508744	Dengue virus 2	H508744	1991-XX-XX	Brazil-North	BRA	Brazil	BRA/Tocantins		complete			
H660059	Dengue virus 2	H660059	2002-XX-XX	Brazil-North	BRA	Brazil	BRA/Amapa		complete			
H652413	Dengue virus 2	H652413	2002-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Espirito Santo		complete			
H654413	Dengue virus 2	H654413	2002-XX-XX	Brazil-Center West	BRA	Brazil	BRA/Mato Grosso do Sul		complete			
H688004	Dengue virus 2	H688004	2005-XX-XX	Brazil-North	BRA	Brazil	BRA/Para		complete			
H666995	Dengue virus 2	H666995	2003-XX-XX	Brazil-North	BRA	Brazil	BRA/Para		complete			
H618438	Dengue virus 2	H618438	1999-XX-XX	Brazil-North	BRA	Brazil	BRA/Para		complete			
H628243	Dengue virus 2	H628243	2000-XX-XX	Brazil-North	BRA	Brazil	BRA/Para		complete			
H623360	Dengue virus 2	H623360	2001-XX-XX	Brazil-North	BRA	Brazil	BRA/Para		complete			
H655259	Dengue virus 2	H655259	2002-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Piaui		complete			
H745039	Dengue virus 2	H745039	2008-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Rio Grande do Norte		complete			
H726377	Dengue virus 2	H726377	2007-XX-XX	Brazil-North	BRA	Brazil	BRA/Amapa		complete			
H710008	Dengue virus 2	H710008	2006-XX-XX	Brazil-North	BRA	Brazil	BRA/Amapa		complete			
H730923	Dengue virus 2	H730923	2007-XX-XX	Brazil-North	BRA	Brazil	BRA/Amazonas		complete			
H723495D2	Dengue virus 2	H723495D2	2007-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Maranhao		complete			
H723494	Dengue virus 2	H723494	2007-XX-XX	Brazil-Northeast	BRA	Brazil	BRA/Maranhao		complete			
H739202	Dengue virus 2	H739202	2008-XX-XX	Brazil-North	BRA	Brazil	BRA/Tocantins		complete			
H709119	Dengue virus 2	H709119	2006-XX-XX	Brazil-North	BRA	Brazil	BRA/Tocantins		complete			
BC03-lib2	Dengue virus 2	BC03-lib2	2019-01-13	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Sao Jose Rio Preto	complete		Homo sapiens	
BC05-lib2	Dengue virus 2	BC05-lib2	2019-01-17	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Sao Jose Rio Preto	complete		Homo sapiens	
BC06-lib2	Dengue virus 2	BC06-lib2	2019-01-18	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Sao Jose Rio Preto	complete		Homo sapiens	
BC07-lib2	Dengue virus 2	BC07-lib2	2019-04-08	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Sao Jose Rio Preto	complete		Homo sapiens	
BC08-lib2	Dengue virus 2	BC08-lib2	2019-04-29	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Sao Jose Rio Preto	complete		Homo sapiens	
BC09-lib2	Dengue virus 2	BC09-lib2	2019-04-28	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Sao Jose Rio Preto	complete		Homo sapiens	
BC10-lib2	Dengue virus 2	BC10-lib2	2019-04-15	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Sao Jose Rio Preto	complete		Homo sapiens	
BC01-lib6	Dengue virus 2	BC01-lib6	2019-02-05	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Araraquara	complete		Homo sapiens	
BC02-lib6	Dengue virus 2	BC02-lib6	2019-02-06	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Araraquara	complete		Homo sapiens	
BC03-lib6	Dengue virus 2	BC03-lib6	2019-02-06	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Araraquara	complete		Homo sapiens	
BC04-lib6	Dengue virus 2	BC04-lib6	2019-02-06	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Araraquara	complete		Homo sapiens	
BC05-lib6	Dengue virus 2	BC05-lib6	2019-02-07	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Araraquara	complete		Homo sapiens	
BC06-lib6	Dengue virus 2	BC06-lib6	2019-02-08	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Araraquara	complete		Homo sapiens	
BC07-lib6	Dengue virus 2	BC07-lib6	2019-02-15	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Araraquara	complete		Homo sapiens	
BC08-lib6	Dengue virus 2	BC08-lib6	2019-02-16	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Araraquara	complete		Homo sapiens	
BC10-lib6	Dengue virus 2	BC10-lib6	2019-02-08	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Araraquara	complete		Homo sapiens	
BC11-lib6	Dengue virus 2	BC11-lib6	2019-02-21	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Araraquara	complete		Homo sapiens	
USP-CB-103	Dengue virus 2	USP-CB-103	2019-09-05	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-104	Dengue virus 2	USP-CB-104	2019-09-05	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-110	Dengue virus 2	USP-CB-110	2019-05-21	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-113	Dengue virus 2	USP-CB-113	2019-06-12	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-116	Dengue virus 2	USP-CB-116	2019-06-19	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-121	Dengue virus 2	USP-CB-121	2019-07-11	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-123	Dengue virus 2	USP-CB-123	2019-07-18	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-LC-158	Dengue virus 2	USP-LC-158	2010-03-27	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-173	Dengue virus 2	USP-CB-173	2010-03-26	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-HC-31	Dengue virus 2	USP-HC-31	2019-04-05	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-HC-37	Dengue virus 2	USP-HC-37	2019-04-11	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Monte Aprazivel	complete		Homo sapiens	Grubaugh Lab
USP-CB-45	Dengue virus 2	USP-CB-45	2018-04-17	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-64	Dengue virus 2	USP-CB-64	2019-01-19	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-67	Dengue virus 2	USP-CB-67	2019-01-28	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-70	Dengue virus 2	USP-CB-70	2019-01-29	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-74	Dengue virus 2	USP-CB-74	2019-01-25	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-7	Dengue virus 2	USP-CB-7	2018-02-19	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-87	Dengue virus 2	USP-CB-87	2019-03-12	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-95	Dengue virus 2	USP-CB-95	2019-04-09	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-96	Dengue virus 2	USP-CB-96	2019-04-18	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-CB-98	Dengue virus 2	USP-CB-98	2019-04-16	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-LC-269	Dengue virus 2	USP-LC-269	2010-04-22	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
USP-LC-312	Dengue virus 2	USP-LC-312	2010-04-23	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo	Ribeirao Preto	complete		Homo sapiens	Grubaugh Lab
DENV-174	Dengue virus 2	DENV-174	2019-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo		partial		Homo sapiens	partial
DENV-314	Dengue virus 2	DENV-314	2019-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo		partial		Homo sapiens	partial
DENV-77	Dengue virus 2	DENV-77	2019-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo		partial		Homo sapiens	partial
DENV-84	Dengue virus 2	DENV-84	2019-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo		partial		Homo sapiens	partial
DENV-89	Dengue virus 2	DENV-89	2019-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo		partial		Homo sapiens	partial
DENV-93	Dengue virus 2	DENV-93	2019-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo		partial		Homo sapiens	partial
DENV-72	Dengue virus 2	DENV-72	2019-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo		partial		Homo sapiens	partial
DENV-209	Dengue virus 2	DENV-209	2019-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo		partial		Homo sapiens	partial
DENV-86	Dengue virus 2	DENV-86	2019-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo		partial		Homo sapiens	partial
DENV-73	Dengue virus 2	DENV-73	2019-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo		partial		Homo sapiens	partial
DENV-114	Dengue virus 2	DENV-114	2019-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo		partial		Homo sapiens	partial
DENV-312	Dengue virus 2	DENV-312	2019-XX-XX	Brazil-Southeast	BRA	Brazil	BRA/Sao Paulo		partial		Homo sapiens	partial
